
Label_2:
(2009, 2050)
(2014, 2050)
(2032, 2050)
(2056, 2050)
(2074, 2050)
(2098, 2050)
(2127, 2050)
(2145, 2050)
(2157, 2050)
(2181, 2050)
(2193, 2050)
(2205, 2050)
(2211, 2050)
(2222, 2056)
(2234, 2056)
(2246, 2062)
(2258, 2062)
(2270, 2068)
(2282, 2068)
(2300, 2074)
(2318, 2080)
(2324, 2080)
(2341, 2080)
(2353, 2086)
(2371, 2092)
(2383, 2098)
(2395, 2098)
(2413, 2104)
(2431, 2110)
(2436, 2110)
(2448, 2115)
(2466, 2127)
(2478, 2133)
(2490, 2139)
(2508, 2151)
(2514, 2157)
(2532, 2169)
(2537, 2175)
(2549, 2187)
(2561, 2199)
(2573, 2211)
(2579, 2222)
(2585, 2234)
(2591, 2252)
(2603, 2282)
(2609, 2294)
(2609, 2318)
(2609, 2335)
(2609, 2353)
(2609, 2377)
(2609, 2395)
(2609, 2419)
(2597, 2448)
(2591, 2466)
(2579, 2484)
(2567, 2514)
(2561, 2526)
(2549, 2537)
(2543, 2549)
(2532, 2561)
(2520, 2573)
(2508, 2591)
(2496, 2603)
(2484, 2609)
(2466, 2621)
(2460, 2627)
(2448, 2633)
(2442, 2633)
(2436, 2639)
(2431, 2639)
(2419, 2639)
(2407, 2639)
(2401, 2639)
(2389, 2644)
(2371, 2644)
(2353, 2644)
(2318, 2650)
(2270, 2656)
(2199, 2656)
(2110, 2656)
(2026, 2656)
(1961, 2656)
(1884, 2656)
(1830, 2656)
(1741, 2656)
(1646, 2656)
(1563, 2639)
(1533, 2627)
(1509, 2627)
(1503, 2621)
(2009, 2050)

Label_3:
(2882, 1182)
(2882, 1176)
(2888, 1170)
(2906, 1170)
(2942, 1170)
(2977, 1159)
(3025, 1159)
(3084, 1159)
(3138, 1159)
(3185, 1159)
(3227, 1159)
(3257, 1159)
(3275, 1159)
(3286, 1159)
(3298, 1159)
(3310, 1159)
(3322, 1159)
(3334, 1159)
(3346, 1164)
(3358, 1170)
(3376, 1176)
(3387, 1182)
(3405, 1194)
(3429, 1218)
(3453, 1230)
(3483, 1254)
(3512, 1283)
(3542, 1307)
(3560, 1325)
(3584, 1349)
(3601, 1361)
(3607, 1373)
(3619, 1384)
(3625, 1396)
(3637, 1414)
(3649, 1432)
(3667, 1456)
(3673, 1480)
(3685, 1503)
(3691, 1533)
(3697, 1569)
(3702, 1592)
(3708, 1622)
(3708, 1646)
(3708, 1676)
(3708, 1699)
(3708, 1729)
(3702, 1747)
(3697, 1771)
(3685, 1789)
(3667, 1824)
(3649, 1848)
(3631, 1866)
(3601, 1896)
(3560, 1931)
(3506, 1955)
(3453, 1985)
(3387, 2009)
(3334, 2020)
(3286, 2038)
(3221, 2056)
(3179, 2062)
(3132, 2080)
(3096, 2080)
(3055, 2086)
(3019, 2086)
(2960, 2086)
(2930, 2086)
(2894, 2086)
(2835, 2068)
(2775, 2050)
(2704, 2020)
(2650, 1997)
(2585, 1955)
(2543, 1931)
(2502, 1896)
(2478, 1872)
(2436, 1836)
(2395, 1800)
(2359, 1765)
(2324, 1723)
(2300, 1682)
(2276, 1652)
(2264, 1622)
(2240, 1592)
(2217, 1545)
(2205, 1515)
(2187, 1485)
(2175, 1456)
(2169, 1432)
(2163, 1414)
(2157, 1384)
(2151, 1373)
(2151, 1355)
(2151, 1343)
(2151, 1331)
(2151, 1319)
(2151, 1307)
(2151, 1295)
(2151, 1289)
(2151, 1283)
(2882, 1182)

Label_0:
(1493, 2358)
(1497, 2353)
(1502, 2353)
(1512, 2353)
(1516, 2353)
(1521, 2353)
(1531, 2353)
(1540, 2353)
(1559, 2353)
(1573, 2353)
(1597, 2353)
(1616, 2353)
(1630, 2353)
(1640, 2358)
(1649, 2363)
(1659, 2368)
(1664, 2368)
(1673, 2372)
(1678, 2372)
(1688, 2377)
(1692, 2382)
(1697, 2387)
(1702, 2391)
(1707, 2396)
(1711, 2401)
(1721, 2415)
(1726, 2425)
(1726, 2429)
(1735, 2448)
(1740, 2463)
(1740, 2477)
(1745, 2491)
(1745, 2505)
(1745, 2520)
(1745, 2534)
(1745, 2548)
(1745, 2558)
(1745, 2567)
(1745, 2581)
(1745, 2591)
(1745, 2605)
(1740, 2615)
(1740, 2634)
(1735, 2648)
(1730, 2662)
(1726, 2681)
(1721, 2691)
(1716, 2700)
(1707, 2710)
(1697, 2724)
(1688, 2738)
(1678, 2748)
(1669, 2757)
(1654, 2762)
(1645, 2767)
(1635, 2772)
(1626, 2772)
(1616, 2772)
(1597, 2772)
(1583, 2772)
(1559, 2772)
(1531, 2772)
(1512, 2757)
(1488, 2738)
(1450, 2719)
(1407, 2700)
(1355, 2677)
(1326, 2667)
(1307, 2653)
(1293, 2643)
(1288, 2639)
(1283, 2634)
(1279, 2629)
(1274, 2624)
(1264, 2615)
(1260, 2605)
(1255, 2596)
(1255, 2591)
(1250, 2581)
(1250, 2577)
(1250, 2572)
(1245, 2567)
(1245, 2562)
(1245, 2558)
(1245, 2553)
(1245, 2548)
(1250, 2548)
(1493, 2358)
