
Label_0:
(74, 351)
(73, 350)
(75, 348)
(80, 347)
(88, 345)
(94, 344)
(99, 342)
(104, 342)
(109, 341)
(115, 340)
(123, 340)
(131, 340)
(139, 340)
(146, 340)
(154, 340)
(163, 340)
(168, 340)
(171, 340)
(173, 341)
(176, 342)
(178, 343)
(179, 344)
(180, 345)
(181, 346)
(182, 350)
(184, 353)
(185, 358)
(188, 363)
(189, 368)
(190, 371)
(190, 375)
(192, 379)
(192, 382)
(192, 385)
(192, 387)
(192, 389)
(192, 390)
(192, 392)
(192, 393)
(192, 394)
(192, 395)
(191, 397)
(189, 400)
(186, 400)
(181, 403)
(173, 405)
(165, 406)
(159, 406)
(156, 406)
(154, 406)
(149, 407)
(143, 407)
(136, 407)
(131, 407)
(126, 407)
(123, 407)
(119, 407)
(116, 407)
(115, 407)
(112, 406)
(107, 402)
(107, 402)
(106, 402)
(104, 402)
(103, 402)
(74, 351)
